660,921
816,1101
900,203
912,1043
850,1157
320,1101
964,1101
452,465
900,341
84,123
816,13
816,683
652,1055
118,1027
600,203
660,303
776,401
482,879
354,1047
756,1143
88,409
1024,833
566,263
16,173
298,461
1080,907
602,183
930,1107
132,119
96,1055
1010,757
1156,127
354,69
436,771
388,1113
296,303
600,229
756,851
600,689
786,123
226,939
626,689
396,701
1062,1015
626,549
1190,747
500,585
500,685
268,1029
528,937
424,163
680,1071
88,235
238,141
262,13
964,1173
118,379
140,235
410,641
828,53
816,1157
476,395
1018,325
540,529
752,55
812,183
130,23
756,147
850,487
1084,1029
912,1085
608,123
150,907
326,551
706,431
170,323
1080,365
964,967
1166,1085
320,183
372,1067
1056,127
1034,163
306,171
500,263
706,539
132,1001
416,141
622,907
596,243
408,297
54,1067
980,891
438,951
458,185
370,421
578,267
362,147
856,529
176,1047
306,683
84,1113
602,205
946,449
752,841
62,881
596,1179
1168,1071
130,699
388,815
452,365
384,1085
1018,465
964,1027
946,229
1166,487
92,141
886,1029
1132,409
566,1187
150,473
968,53
644,303
1060,651
12,637
834,1107
158,147
736,115
130,401
304,303
1032,463
262,369
158,23
322,701
54,463
720,851
1056,847
720,337
1058,1147
214,737
278,285
244,397
62,703
1184,697
1162,125
2,397
882,55
578,1055
136,395
140,31
84,399
1184,287
376,1113
378,113
746,287
540,1143
606,551
244,285
458,665
838,1055
838,723
342,253
1034,365
746,125
476,147
1174,621
408,869
638,1005
326,815
644,439
132,1029
1056,1027
54,1087
436,725
322,1067
638,475
1034,621
940,303
108,337
786,47
30,891
1062,117
752,737
644,337
254,119
458,617
52,1047
20,551
968,125
30,637
946,1145
322,1027
834,171
132,369
606,109
214,113
262,123
146,127
132,605
828,753
1060,1067
1168,287
1162,585
596,201
596,173
928,705
214,323
980,807
92,121
1156,705
1034,463
92,213
476,659
776,1157
384,399
662,287
192,325
158,879
284,851
652,365
752,839
70,339
134,53
552,841
1184,921
354,115
254,229
1168,55
1162,545
170,723
476,651
52,697
452,577
168,393
274,55
940,1085
540,771
670,37
812,585
670,117
964,341
130,447
62,831
994,747
388,699
320,1179
214,133
440,577
372,147
30,1015
388,163
132,1005
746,939
1032,13
410,967
30,979
34,243
1190,1085
320,1145
940,339
1184,431
362,117
552,163
736,891
1190,23
940,815
850,951
900,1067
146,69
62,201
16,123
596,119
134,123
1132,539
946,79
832,621
298,113
552,399
890,691
298,393
1010,37
316,1001
1056,1005
872,913
600,1111
188,337
1024,701
254,341
140,385
928,3
372,303
838,641
268,31
146,753
600,771
706,1111
342,967
834,119
606,463
136,325
416,409
88,1027
812,147
1058,1087
890,1187
566,421
16,851
802,979
482,813
62,121
226,1157
1144,333
88,281
316,119
146,31
436,1107
372,1179
540,463
402,339
134,1015
326,847
644,1101
994,379
168,815
424,625
832,213
40,539
490,747
132,699
928,551
134,281
540,1071
304,147
834,213
994,967
306,53
440,229
378,121
578,621
108,1027
752,831
1184,123
46,109
552,529
46,1157
756,891
832,449
108,393
1132,439
96,641
1084,685
62,637
566,863
354,617
168,171
30,617
602,967
298,967
274,1113
140,1005
890,333
1010,1043
886,325
1034,379
1184,689
1132,641
170,393
980,133
416,281
452,115
88,113
968,879
1146,1173
882,625
602,1027
1024,297
536,1005
606,439
254,1047
376,1087
2,461
1018,395
108,691
130,229
30,813
828,979
134,831
980,685
672,337
1024,339
816,747
12,1047
54,123
1060,815
476,339
1010,23
1080,841
540,757
40,807
278,37
1144,831
118,737
886,213
850,141
326,123
150,461
626,1027
786,79
192,757
342,431
500,691
662,659
928,47
132,475
812,401
322,55
1034,967
736,907
342,703
1024,979
372,1173
226,831
70,831
662,339
416,23
652,705
316,913
670,1173
52,545
262,1113
832,431
928,1107
1144,205
168,1015
84,473
1184,79
1174,881
834,1085
354,1179
1060,463
458,69
396,339
536,833
626,183
622,637
158,1143
980,921
928,31
608,1015
626,723
552,939
306,421
20,243
62,47
1174,235
254,185
1190,1027
720,1147
756,1005
146,79
930,69
606,1179
238,399
192,13
912,907
458,341
596,807
298,913
776,637
262,263
402,341
812,979
940,31
776,235
1156,659
298,699
834,303
602,907
872,737
850,367
1060,1015
416,1157
638,229
188,125
306,1085
12,463
30,115
410,951
994,863
254,1113
602,487
856,951
886,431
1080,723
84,53
994,585
70,869
600,397
1024,141
886,339
872,529
490,205
606,851
756,123
12,939
838,869
268,701
134,689
92,397
578,737
378,367
438,53
940,385
416,447
670,1043
322,605
652,1005
706,1043
644,807
92,807
298,585
1032,1087
88,1147
652,851
306,123
964,625
476,753
70,617
70,1029
176,881
416,201
602,1015
476,173
720,173
746,1101
670,549
238,1087
316,109
578,703
376,651
482,939
1060,879
354,691
638,577
52,183
786,341
1010,1113
660,171
490,325
802,723
540,1157
320,147
964,747
662,1157
1190,285
646,967
1168,339
838,367
1032,147
528,333
238,665
1032,1001
416,637
440,771
384,1047
296,585
536,705
968,69
626,37
168,747
1190,703
410,449
46,323
670,1107
596,365
1156,47
746,53
1166,385
882,1111
278,79
52,127
370,1087
146,379
578,447
136,439
930,431
1156,13
402,115
108,53
438,397
786,323
140,183
644,3
12,1005
776,665
626,117
362,121
946,545
756,463
108,737
316,625
384,809
1084,881
168,141
940,665
680,1005
660,119
490,127
274,771
856,1147
940,833
706,235
62,705
62,1143
912,1145
1062,253
1144,545
660,339
322,585
130,47
262,461
108,171
316,285
536,333
46,979
298,121
298,115
536,121
1166,691
828,967
306,847
136,809
928,967
226,921
176,605
372,447
362,399
320,683
130,979
376,891
1162,1001
452,939
476,1113
40,183
882,23
320,1113
416,979
660,809
342,147
756,659
274,757
608,625
192,703
646,1067
706,1107
1156,133
622,281
12,913
408,113
108,697
136,545
192,625
964,1067
326,1001
1034,685
408,1187
882,125
832,1027
440,449
776,183
458,1173
30,281
662,939
1166,913
964,379
602,397
856,701
964,737
600,967
320,979
912,979
34,123
1174,753
652,203
40,747
828,691
1132,267
752,369
146,529
566,725
108,127
146,1101
706,133
1032,1147
284,379
752,1173
552,53
1162,841
964,529
34,539
2,3
278,815
238,701
736,397
1018,659
890,213
188,869
578,339
886,253
566,1147
812,203
1166,939
1024,685
838,699
40,213
890,757
940,285
1010,303
638,365
596,397
438,665
928,447
96,287
490,183
756,203
258,183
1032,395
912,287
638,879
1144,53
752,53
776,119
146,1055
188,183
396,431
384,133
816,287
660,1087
890,23
96,79
304,737
306,1071
606,807
238,737
832,747
274,939
736,69
662,809
1190,123
566,401
188,979
134,333
832,205
284,185
170,267
70,1147
680,651
88,689
1146,123
54,699
500,461
52,881
928,113
316,205
30,37
62,163
84,685
378,201
602,235
316,79
536,539
828,833
566,163
476,683
92,115
92,133
720,685
192,881
304,163
304,123
646,1187
1024,243
70,1145
96,869
134,1111
158,815
416,465
244,475
150,1027
30,757
1018,69
12,863
2,1071
638,79
1132,1113
402,551
1056,333
646,141
258,863
626,341
254,115
566,113
968,539
1056,487
500,891
940,379
838,665
1062,701
20,1085
168,475
900,1047
1156,463
140,809
354,337
88,337
602,737
2,839
746,23
1010,625
946,807
192,1157
16,367
384,201
424,325
52,409
410,699
132,461
34,205
930,369
118,393
278,263
388,881
1056,691
410,263
752,119
1184,545
872,609
912,121
136,691
146,757
850,369
158,287
856,753
402,549
440,1101
968,127
578,951
680,1087
238,123
1032,705
528,109
660,1005
378,1067
410,379
672,747
994,753
372,1113
436,173
1010,1145
