168,481
234,321
216,315
474,791
220,195
736,529
10,327
598,813
18,619
76,379
564,13
546,335
802,611
216,871
670,333
240,517
478,37
68,391
622,611
744,259
228,577
430,1
482,161
302,571
562,347
182,545
10,219
506,285
780,623
26,597
652,127
438,375
548,557
188,481
478,285
390,97
330,503
416,123
114,65
20,245
524,763
684,223
868,85
592,47
626,491
618,97
74,695
94,627
656,315
470,283
642,329
676,317
882,373
388,557
264,889
118,659
892,401
538,727
274,631
20,435
50,719
472,249
120,583
714,43
346,523
76,691
444,55
244,859
336,613
730,85
508,251
882,497
222,163
428,623
864,131
814,813
766,647
4,93
738,445
646,535
118,523
710,199
236,519
124,409
132,853
194,317
18,335
142,851
206,97
706,107
196,223
820,35
790,611
604,355
534,511
684,195
636,651
738,583
330,461
576,343
870,729
766,675
58,771
804,401
322,151
398,533
628,599
288,381
162,705
736,277
474,739
52,885
302,395
884,551
300,117
886,1
620,365
638,149
452,429
786,869
836,677
328,811
402,173
386,41
300,545
686,425
254,177
880,613
742,641
230,793
732,699
254,847
114,321
440,227
116,129
130,415
172,167
854,747
222,763
86,875
760,399
818,837
280,317
420,895
332,553
336,465
222,529
384,113
436,297
12,483
524,557
38,367
358,183
78,479
16,617
554,419
66,393
420,199
658,537
554,271
482,603
126,589
498,835
318,807
412,659
898,755
442,355
498,849
306,897
496,487
726,665
290,291
294,631
428,675
172,269
864,721
740,111
258,503
622,225
210,269
518,11
610,465
736,475
172,109
170,835
130,617
298,529
562,607
576,277
690,207
334,249
184,445
430,633
564,795
180,689
534,141
758,421
620,747
506,607
744,433
784,529
458,627
40,39
396,223
724,405
206,313
310,745
520,821
554,155
274,499
182,897
412,815
680,367
268,809
292,401
20,393
44,571
576,495
748,729
576,279
78,687
356,683
450,39
446,257
492,639
216,307
652,531
202,279
52,565
872,193
750,11
624,67
534,371
128,127
572,515
580,683
882,319
546,471
266,641
456,781
590,291
298,675
402,299
194,825
670,893
104,789
862,705
430,873
260,109
762,41
514,253
620,763
792,623
676,681
826,173
112,57
126,57
472,393
514,891
866,797
556,891
774,539
294,525
846,221
616,641
894,721
8,305
866,683
420,291
820,347
896,275
52,733
386,655
554,291
106,129
252,465
250,283
6,73
264,245
322,137
322,623
350,85
262,677
610,449
142,563
830,19
614,377
258,299
788,231
758,305
488,429
762,565
404,459
392,171
792,313
754,493
814,635
728,195
600,639
126,725
836,671
534,31
164,29
36,607
846,447
280,815
832,161
826,233
584,93
554,743
486,507
364,179
418,647
784,503
512,437
332,771
830,773
294,665
240,651
106,165
374,799
178,429
822,671
180,537
382,403
672,619
802,671
214,515
566,701
166,719
36,411
390,703
884,819
406,631
468,57
130,125
510,271
208,543
794,745
870,297
782,623
732,677
436,83
778,121
190,417
626,619
768,637
282,553
588,719
812,417
640,229
376,823
316,101
674,425
178,343
40,271
898,699
648,675
216,355
42,455
272,399
546,485
564,653
318,51
508,469
650,849
806,507
538,107
458,109
122,601
32,593
476,679
640,633
284,531
892,863
180,557
758,619
470,85
600,573
740,133
32,825
136,341
38,465
92,565
96,619
832,251
774,257
258,45
440,229
452,669
154,355
42,613
524,849
342,179
296,855
58,719
236,171
214,355
348,337
36,883
738,141
274,121
398,641
592,829
330,763
216,767
414,465
130,893
334,771
112,245
828,317
750,585
836,129
836,817
152,239
292,233
892,447
774,233
4,183
28,27
656,205
478,631
656,855
586,529
826,81
136,775
794,767
