236,515
620,781
154,835
460,421
704,359
732,517
638,679
272,463
620,441
262,879
102,777
702,383
258,843
860,493
546,167
92,239
458,731
130,51
396,551
870,431
696,783
116,787
130,233
60,755
560,31
322,795
634,653
824,785
818,477
820,27
484,619
752,335
432,891
554,813
134,207
6,519
36,63
760,723
580,471
82,783
544,607
874,539
198,467
404,261
620,691
598,307
272,399
98,169
220,863
146,661
18,533
70,107
694,89
510,483
434,409
610,345
440,855
576,317
300,685
536,751
96,785
188,701
252,721
700,317
812,831
658,19
292,759
476,115
240,209
414,177
492,797
48,395
136,765
696,37
592,451
40,351
30,503
62,83
556,83
292,877
656,197
726,689
66,317
814,725
444,731
582,727
342,25
766,123
814,417
382,261
524,739
236,789
862,385
682,867
138,687
894,815
526,541
538,173
828,461
860,777
810,79
490,823
536,473
46,343
826,611
534,331
482,813
696,515
892,51
560,607
666,363
560,341
486,365
702,729
792,605
886,289
444,229
332,331
768,519
856,395
190,119
154,709
686,519
666,537
144,401
850,375
536,889
698,575
82,751
258,819
316,853
112,721
640,175
92,787
242,827
220,103
632,331
636,83
180,27
714,183
324,275
496,181
622,297
388,823
238,367
628,31
456,575
658,69
632,23
270,741
316,227
896,231
778,183
806,509
892,509
886,799
56,11
278,853
660,851
678,711
578,313
106,641
630,201
132,849
394,665
94,519
366,523
652,45
154,681
680,667
156,299
760,163
638,185
552,613
360,497
756,871
202,881
126,799
764,59
664,89
620,55
788,773
832,893
164,707
524,193
482,219
238,401
104,329
244,807
424,435
852,269
582,333
114,55
366,51
418,389
500,449
280,153
334,111
128,313
770,41
410,563
238,627
700,513
108,605
802,1
502,611
332,49
68,27
254,579
730,711
318,245
294,517
718,415
328,329
320,605
632,653
698,711
32,751
812,579
162,497
566,799
280,451
112,383
18,897
32,553
346,721
170,599
752,213
222,717
156,587
630,113
380,219
120,867
298,533
324,419
840,131
610,835
106,867
386,807
290,529
492,491
544,791
14,203
762,13
664,625
898,469
178,283
70,89
838,371
860,141
176,671
180,313
38,643
250,161
700,843
768,443
674,129
504,679
82,495
470,303
832,619
280,465
90,411
298,655
836,375
570,673
236,865
344,209
698,549
634,857
588,357
600,371
476,35
10,479
258,321
416,589
510,627
764,611
758,767
812,643
394,591
116,243
214,681
368,303
764,853
704,715
70,41
234,11
204,891
192,373
206,881
814,827
854,773
12,633
296,807
28,587
626,33
298,789
50,433
872,625
314,641
50,205
876,343
62,571
408,33
500,315
472,279
440,423
334,193
238,863
520,29
584,205
346,561
74,47
504,325
644,397
792,519
864,445
482,597
568,21
786,391
106,651
32,229
136,275
706,565
424,517
68,7
586,155
584,463
728,449
852,431
18,607
304,29
30,873
12,481
304,565
642,315
48,839
432,451
818,115
816,51
370,701
842,515
338,811
618,523
230,685
606,1
520,231
136,407
432,721
614,117
772,843
104,673
376,519
720,15
832,427
484,431
400,315
866,877
198,135
434,827
582,619
388,815
848,467
172,123
434,11
368,43
62,97
780,3
738,885
434,557
368,895
666,373
810,699
378,747
846,431
238,659
12,453
222,51
886,33
758,247
368,707
544,489
30,167
704,577
880,589
610,561
778,813
488,159
440,351
390,713
806,215
748,783
642,425
28,57
406,639
538,513
598,609
884,195
342,357
626,61
14,417
802,157
810,737
50,39
850,397
754,217
528,659
718,877
162,95
594,205
826,177
422,165
310,671
798,865
824,387
202,21
10,833
352,399
798,749
670,597
700,59
760,589
886,601
474,795
286,673
808,63
228,271
854,459
636,701
128,681
778,465
862,673
314,773
130,571
70,761
828,253
538,659
808,655
248,273
282,525
234,315
522,165
514,329
174,183
682,299
158,549
144,727
2,637
318,719
150,573
654,493
10,151
82,193
544,145
250,153
858,583
522,455
482,441
628,559
780,25
806,849
626,301
12,181
40,475
882,285
138,161
228,207
90,347
220,487
442,531
8,597
138,701
740,687
126,441
280,217
662,617
420,3
464,513
668,895
740,671
92,223
896,241
674,493
384,443
704,131
334,785
802,199
90,729
570,77
34,627
502,509
54,839
414,15
676,253
674,667
876,123
260,841
848,473
128,205
22,299
654,783
48,433
366,897
674,853
454,861
654,645
172,411
430,873
84,193
598,815
500,259
652,883
888,891
540,23
454,205
274,737
586,697
804,1
32,573
844,897
400,527
896,517
268,405
452,651
426,3
704,567
256,443
536,349
648,285
588,535
346,225
872,211
452,319
550,73
330,261
602,473
196,195
336,787
726,573
424,591
378,721
328,71
386,563
272,255
20,403
830,495
464,695
640,733
526,439
344,371
566,49
46,5
258,387
98,225
620,543
782,567
324,733
722,887
884,97
466,837
56,465
274,147
518,253
764,607
524,175
410,291
328,425
350,505
450,625
58,87
40,155
124,39
734,515
64,817
212,879
668,91
270,191
640,127
254,815
640,153
154,511
34,583
126,817
460,89
652,589
568,855
678,7
306,761
250,387
362,487
468,685
10,761
318,833
138,145
678,899
312,277
362,465
126,891
98,725
264,385
514,477
40,743
320,679
834,593
646,755
2,547
478,223
444,251
150,81
564,245
330,691
784,433
398,185
570,243
844,339
350,353
78,113
342,95
576,655
574,769
28,663
272,647
416,523
270,495
622,301
718,397
186,831
278,821
812,517
406,15
268,355
4,411
730,323
768,17
508,115
422,235
264,71
610,19
452,237
96,233
48,677
86,761
828,185
830,619
748,307
326,441
30,25
2,805
552,503
578,303
894,119
34,797
494,97
638,729
2,407
750,563
828,3
94,263
302,893
410,527
704,629
526,881
